1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	35	21	21	21	21	21	21	21	21	21	37	0	0	0	0	0	35	37	0	0	0	0	35	37	0	0	0	0	0	0	41	29	29	39	0	0	0	41	29	29	29	29	29
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	17	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	17	25	0	0	0	0	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	17	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	17	25	0	0	0	0	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	17	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	17	25	0	0	0	0	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	41	29	29	29	29	29	29	29	29	29	39	0	0	0	0	0	17	25	0	0	0	0	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	0	0	0	0	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	0	0	0	0	17	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	0	0	0	0	17	25	0	0	0	35	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	0	0	0	0	17	25	0	0	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	0	0	0	0	17	25	0	0	0	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
